matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,1,first,greedy,ANY,,おぺ,お,ぺ,ぺ,0.009462,False,-81.5,,,,,3000,おぺ
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,2,second,minimax,ぺ,おぺ,ぺなんと,ぺ,と,と,0.155921,False,96.5,3,3,True,,4,おぺ -> ぺなんと
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,3,first,greedy,と,ぺなんと,とだえる,と,る,る,0.000204,False,-173.5,,,,,58,おぺ -> ぺなんと -> とだえる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,4,second,minimax,る,とだえる,るみのおる,る,る,る,0.311343,False,549.5,3,3,True,,8,おぺ -> ぺなんと -> とだえる -> るみのおる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,5,first,greedy,る,るみのおる,るぽるたあじゆ,る,ゆ,ゆ,3.1e-05,False,-587.5,,,,,7,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,6,second,minimax,ゆ,るぽるたあじゆ,ゆきわたる,ゆ,る,る,0.894054,False,1272.5,3,3,True,,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,7,first,greedy,る,ゆきわたる,るり,る,り,り,3e-05,False,-1177.0,,,,,6,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,8,second,minimax,り,るり,りさいたる,り,る,る,0.842833,False,2053.5,3,3,True,,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,9,first,greedy,る,りさいたる,るうきい,る,い,い,2.6e-05,False,-2098.5,,,,,5,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,10,second,minimax,い,るうきい,いからせる,い,る,る,0.531526,False,2061.5,3,3,True,,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,11,first,greedy,る,いからせる,るいすい,る,い,い,2.1e-05,False,-2075.5,,,,,4,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,12,second,minimax,い,るいすい,いきる,い,る,る,0.567319,False,2105.0,3,3,True,,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,13,first,greedy,る,いきる,るいせき,る,き,き,1.6e-05,False,-2111.0,,,,,3,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,14,second,minimax,き,るいせき,きこえる,き,る,る,0.618568,False,500000.0,3,3,True,,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,15,first,greedy,る,きこえる,るああ,る,あ,あ,9e-06,False,-2249.5,,,,,2,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる -> るああ
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,16,second,minimax,あ,るああ,あいてどる,あ,る,る,0.087268,False,1000000.0,3,3,True,,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる -> るああ -> あいてどる
greedy vs minimax,greedy,minimax,D3000_seed0_greedy_vs_minimax_0,3000,0,second,ended_with_n,17,first,greedy,る,あいてどる,るうちん,る,ん,,1e-06,False,-1000000.0,,,,,1,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる -> るああ -> あいてどる -> るうちん
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,1,first,greedy,ANY,,おぺ,お,ぺ,ぺ,0.009416,False,-81.5,,,,,3000,おぺ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,2,second,monte_carlo,ぺ,おぺ,ぺえじ,ぺ,じ,じ,0.009512,False,0.7,,,,,,おぺ -> ぺえじ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,3,first,greedy,じ,ぺえじ,じゆうる,じ,る,る,0.000351,False,-173.5,,,,,109,おぺ -> ぺえじ -> じゆうる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,4,second,monte_carlo,る,じゆうる,るぽるたあじゆ,る,ゆ,ゆ,0.023257,False,0.8,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,5,first,greedy,ゆ,るぽるたあじゆ,ゆきわたる,ゆ,る,る,0.0001,False,-150.5,,,,,26,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,6,second,monte_carlo,る,ゆきわたる,るうきい,る,い,い,0.015142,False,0.8,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,7,first,greedy,い,るうきい,いちず,い,ず,ず,0.000318,False,-92.0,,,,,99,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,8,second,monte_carlo,ず,いちず,ずし,ず,し,し,0.009802,False,0.8,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,9,first,greedy,し,ずし,しゆうず,し,ず,ず,0.000529,False,-69.0,,,,,170,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,10,second,monte_carlo,ず,しゆうず,ずいじ,ず,じ,じ,0.007703,False,0.6,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,11,first,greedy,じ,ずいじ,じようずる,じ,る,る,0.00035,False,-127.5,,,,,108,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,12,second,monte_carlo,る,じようずる,るみのおる,る,る,る,0.011376,False,0.8,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,13,first,greedy,る,るみのおる,るり,る,り,り,2.8e-05,False,-1177.0,,,,,5,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,14,second,monte_carlo,り,るり,りふれつしゆ,り,ゆ,ゆ,0.042056,False,0.8,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,15,first,greedy,ゆ,りふれつしゆ,ゆにほおむ,ゆ,む,む,0.00011,False,-441.0,,,,,25,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,16,second,monte_carlo,む,ゆにほおむ,むくわれる,む,る,る,0.033221,False,0.7,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,17,first,greedy,る,むくわれる,るいすい,る,い,い,2.8e-05,False,-2075.5,,,,,4,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,18,second,monte_carlo,い,るいすい,いちぶ,い,ぶ,ぶ,0.028598,False,0.9,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,19,first,greedy,ぶ,いちぶ,ぶんぴ,ぶ,ぴ,ぴ,7.9e-05,False,-127.5,,,,,22,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,20,second,monte_carlo,ぴ,ぶんぴ,ぴかそ,ぴ,そ,そ,0.007737,False,0.7,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,21,first,greedy,そ,ぴかそ,そなえつける,そ,る,る,0.000112,False,-58.5,,,,,41,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ -> そなえつける
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,22,second,monte_carlo,る,そなえつける,るいせき,る,き,き,0.00249,False,0.4,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ -> そなえつける -> るいせき
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,23,first,greedy,き,るいせき,きわまる,き,る,る,0.000315,False,-35.5,,,,,100,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ -> そなえつける -> るいせき -> きわまる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,24,second,monte_carlo,る,きわまる,るああ,る,あ,あ,0.000544,False,0.5,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ -> そなえつける -> るいせき -> きわまる -> るああ
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,25,first,greedy,あ,るああ,あばれる,あ,る,る,0.000338,False,-12.5,,,,,101,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ -> そなえつける -> るいせき -> きわまる -> るああ -> あばれる
greedy vs monte_carlo,greedy,monte_carlo,D3000_seed0_greedy_vs_monte_carlo_0,3000,0,first,ended_with_n,26,second,monte_carlo,る,あばれる,るうちん,る,ん,,3e-06,False,0.0,,,,,,おぺ -> ぺえじ -> じゆうる -> るぽるたあじゆ -> ゆきわたる -> るうきい -> いちず -> ずし -> しゆうず -> ずいじ -> じようずる -> るみのおる -> るり -> りふれつしゆ -> ゆにほおむ -> むくわれる -> るいすい -> いちぶ -> ぶんぴ -> ぴかそ -> そなえつける -> るいせき -> きわまる -> るああ -> あばれる -> るうちん
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,1,first,greedy,ANY,,おぺ,お,ぺ,ぺ,0.009547,False,-81.5,,,,,3000,おぺ
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,2,second,alpha_beta,ぺ,おぺ,ぺなんと,ぺ,と,と,0.095414,False,-96.5,4,4,True,108,4,おぺ -> ぺなんと
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,3,first,greedy,と,ぺなんと,とだえる,と,る,る,0.000205,False,-173.5,,,,,58,おぺ -> ぺなんと -> とだえる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,4,second,alpha_beta,る,とだえる,るみのおる,る,る,る,0.034885,False,93.5,4,4,True,92,8,おぺ -> ぺなんと -> とだえる -> るみのおる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,5,first,greedy,る,るみのおる,るぽるたあじゆ,る,ゆ,ゆ,3.2e-05,False,-587.5,,,,,7,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,6,second,alpha_beta,ゆ,るぽるたあじゆ,ゆきわたる,ゆ,る,る,0.05284,False,317.5,4,4,True,159,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,7,first,greedy,る,ゆきわたる,るり,る,り,り,3e-05,False,-1177.0,,,,,6,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,8,second,alpha_beta,り,るり,りさいたる,り,る,る,0.042517,False,555.5,4,4,True,147,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,9,first,greedy,る,りさいたる,るうきい,る,い,い,2.5e-05,False,-2098.5,,,,,5,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,10,second,alpha_beta,い,るうきい,いからせる,い,る,る,0.067273,False,578.5,4,4,True,330,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,11,first,greedy,る,いからせる,るいすい,る,い,い,1.9e-05,False,-2075.5,,,,,4,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,12,second,alpha_beta,い,るいすい,いきる,い,る,る,0.060974,False,607.5,4,4,True,284,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,13,first,greedy,る,いきる,るいせき,る,き,き,1.4e-05,False,-2111.0,,,,,3,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,14,second,alpha_beta,き,るいせき,きこえる,き,る,る,0.008485,False,1000000.0,4,4,True,58,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,15,first,greedy,る,きこえる,るああ,る,あ,あ,8e-06,False,-2249.5,,,,,2,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる -> るああ
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,16,second,alpha_beta,あ,るああ,あいてどる,あ,る,る,0.001334,False,1000000.0,4,4,True,32,20,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる -> るああ -> あいてどる
greedy vs alpha_beta,greedy,alpha_beta,D3000_seed0_greedy_vs_alpha_beta_0,3000,0,second,ended_with_n,17,first,greedy,る,あいてどる,るうちん,る,ん,,1e-06,False,-1000000.0,,,,,1,おぺ -> ぺなんと -> とだえる -> るみのおる -> るぽるたあじゆ -> ゆきわたる -> るり -> りさいたる -> るうきい -> いからせる -> るいすい -> いきる -> るいせき -> きこえる -> るああ -> あいてどる -> るうちん
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,1,first,minimax,ANY,,あいず,あ,ず,ず,0.155869,False,177.0,3,3,True,,20,あいず
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,2,second,random,ず,あいず,ずらす,ず,す,す,4e-06,False,0.0,,,,,,あいず -> ずらす
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,3,first,minimax,す,ずらす,すら,す,ら,ら,0.726731,False,96.5,3,3,True,,20,あいず -> ずらす -> すら
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,4,second,random,ら,すら,らいど,ら,ど,ど,4e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,5,first,minimax,ど,らいど,どなりこむ,ど,む,む,0.942421,False,96.5,3,3,True,,20,あいず -> ずらす -> すら -> らいど -> どなりこむ
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,6,second,random,む,どなりこむ,むらびと,む,と,と,4e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,7,first,minimax,と,むらびと,とむ,と,む,む,0.682161,False,96.5,3,3,True,,20,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,8,second,random,む,とむ,むちつじよ,む,よ,よ,4e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,9,first,minimax,よ,むちつじよ,よろず,よ,ず,ず,0.634455,False,157.5,3,3,True,,20,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,10,second,random,ず,よろず,ずうずうしい,ず,い,い,3e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,11,first,minimax,い,ずうずうしい,いちず,い,ず,ず,0.585223,False,157.5,3,3,True,,20,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,12,second,random,ず,いちず,ずいじ,ず,じ,じ,3e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,13,first,minimax,じ,ずいじ,じゆうゆ,じ,ゆ,ゆ,0.624742,False,96.5,3,3,True,,20,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ -> じゆうゆ
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,14,second,random,ゆ,じゆうゆ,ゆうむ,ゆ,む,む,4e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ -> じゆうゆ -> ゆうむ
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,15,first,minimax,む,ゆうむ,むね,む,ね,ね,0.503617,False,96.5,3,3,True,,19,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ -> じゆうゆ -> ゆうむ -> むね
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,16,second,random,ね,むね,ねんご,ね,ご,ご,4e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ -> じゆうゆ -> ゆうむ -> むね -> ねんご
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,17,first,minimax,ご,ねんご,ごんどら,ご,ら,ら,0.595037,False,96.5,3,3,True,,20,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ -> じゆうゆ -> ゆうむ -> むね -> ねんご -> ごんどら
minimax vs random,minimax,random,D3000_seed0_minimax_vs_random_0,3000,0,first,no_legal_move,18,second,random,ら,ごんどら,らく,ら,く,く,4e-06,False,0.0,,,,,,あいず -> ずらす -> すら -> らいど -> どなりこむ -> むらびと -> とむ -> むちつじよ -> よろず -> ずうずうしい -> いちず -> ずいじ -> じゆうゆ -> ゆうむ -> むね -> ねんご -> ごんどら -> らく
